dialogue,classification,translation
"""a= kor son e= ne wa a= ye p e= nu wa,",ainu,"""My son, you should listen to what I have to say."
a= poutari ekimne wa,ainu,My sons went to the mountains to hunt and
"tokap rerko, iwan rerko, kunne rerko, iwan rerko",ainu,"For six days, all day and all night"
"opitta a= ahupte kunak a= kor huci i= ye hine,",ainu,and Grandmother said that we should put them all in the house.
V nepki ne ki wa,ainu,The only work he did and
"nep a= e rusuy ka somo ki no,",ainu,so I never had to worry about what to eat.
"poro =an yakka a= onautari ukouturke ta patek a =an pe ne,",ainu,"Even though I grew up, I was still at the age where I sat between father and mother."
"a= yupihi itekike nisatta ekimne no,",ainu,"older brother, you must not go to the mountain tomorrow."
V1 tu imeru kur,ainu,two beams of light
V ukakuste na,ainu,Superimposing dances he has danced.
"""hetak hetak a= hekote nispa iwak etok ta a= eyaysitoma kus, arpa arpa.""",ainu,"“Now, now, before my husband comes home you must leave because you are a shame”"
"a= ipere kusu a= ye yakka,",ainu,"Even if I told him to eat,"
"sorekusu ronnu pa aynu utar ka opitta a= wenpakasnu pa yak ye pa kor ki pa ruwe ne hine ora,",ainu,We lit the fire while shouting for all of the killers to be punished.
korka okkaypoutar ekimne kor,ainu,"when [the young men] went hunting to the mountains,"
"a= itakamkire kor an =an akusu, wa",ainu,I kept warning him and then
eyaykopuntek wa,ainu,My husband rejoiced at that.
"ney ta ka kuca or_ ta h_ene aynu oka sekor yaynu (=an),",ainu,"I thought there might be someone in a hunting cabin, and"
"kuca or_ ta arpa =an h_ine inawroski =an SITARI ki hine ora,",ainu,"I went to the hunting cabin, and put up prayer sticks."
"sinep ka a= tuye somo ki no,",ainu,I did not lay a hand on a single person.
"orano ""etunkoanuske ta a= turesi ene yayramsitne kor an ruwe ene an.""",ainu,"""Sister was having such a difficult time so close by,"""
"matkaci a= ne hine an =an pe ne ruwe ne h_ine,",ainu,I was a girl.
"""nep kusu ene ki hine e= an y_a?""",ainu,"""Why do you do this?"""
"okake ta cis =an kor an =an sekor_ ne akus,",ainu,and then I started crying.
"kuneywa hopuni =an akus_ a= ekasihi inaw motot takup ne hine,",ainu,"When I woke up in the morning, grandfather had changed into just a prayer stick."
okkayo tennep kor pa ruwe ne.,ainu,they both had baby boys.
"""a= utari utar kor_ rusuy pa p soy o pa wa rura pa wa ...",ainu,"""villagers, take what you want and put it outside."
"nep ka a= kor son kar pe a= e wa ora onne =an pa p,",ainu,We could spend the rest of our lives eating what our son caught.”
"ne a= kuwehe isimne paye =an akus,",ainu,"When we went the next day,"
"sake ne yakka ki pa wa,",ainu,We also made offerings.
"sekor hawean =an kor ora,",ainu,"I said. Then,"
"a =an ruwe ne akusu,",ainu,I sat there.
V u repun h_ine,ainu,he went rowing off.
"sekor kane hawean. a= i= nukar pe ora hawean h_i kusu,",ainu,"[he said]. He was looking at me so I said,"
"ape sam i= ekte hi kusu ape sam ta reyereye =an h_ine, arpa =an h_ine",ainu,he told me to come so I crawled near the fire.
oro omare wa mata ka hat a= e kor patek an =an.,ainu,"We would put grapes in these baskets. Even in the winter, we lived eating only grapes."
"kamuy ne yakka aynu ne yakka, ene siretokkor kewtum pirka p isam pe e= onaha e= unuhu.",ainu,It is your mother and father who had good looks and were good-hearted much more than even kamui or other people.
"apekes utur_ ta sipita =an ruwe ne hine ora,",ainu,"When I removed my traveling clothes at the lower seat,"
V <y> sir ... sekor kane,ainu,"Like this,"
"sekor haweoka kor ki hine ora,",ainu,they said.
V sinuma ka ta,ainu,just like that he
"iaknekur ene hawean h_i,",ainu,the younger brother said this.
"konto punkaw kuwa kar hine,",ainu,"Grandfather made a cane of Japanese lilac,"
ruyanpe kamuy *i= turay ...i= epunkine yak a= rayke yak mat ne a= kor.',ainu,"If the God of storms helps me, I want to kill her and make her my wife,’"
"""nisatta anakne onne =an wa a= motottakupi an nankor kusu,",ainu,"""I am very old, so tomorrow I will probably only be a backbone."
"parka ta okay pe a= rapte hine,",ainu,and lowered the gear I found on the shelf.
"suy i= etok kus wa an ruwe ne wa kusu, cip a= yanke hine,",ainu,"he appeared in front of me again, so I raised the boat to the shore."
"poho a= macihi ki p ne korka,",ainu,"She treated him as her son, but"
V i= kocaranke,ainu,He reproached me.
"nea kotankonnispa,",ainu,"The Village Chief [said],"
"*a ... hoyupu =an w_a arpa =an, a= humihi an h_i",ainu,I went running. [I ran] with a whiz.
a= matnepoho okkaypo tura,ainu,My daughter wants to go together with the young man
hoski a= saha ... a= saha poho yayramekote.,ainu,Older sister’s son married first.
男三人出てきて、 ene 評判のよかった kamuy どうして一人で歩いているというようなことを言って、,ainu,"THREE MEN CAME OUT AND SAID, “WHY IS such A FAMOUS God WALKING ALONE?”"
V1 ci= ki pa ki na.,ainu,I did it.
OOCOOBA KOCOOBA KA?,ainu,Big bookkeeper or little bookkeeper?
"tane e= poro ruwe ne yakun,",ainu,"Now that you have grown up,"
sorekus_ kamuy tono teeta kamuy tono akkari asuras tono a= ne wa,ainu,"I became a big lord, a Wajin lord who was more famous that previous lords and"
"kunne katak sioka un osura humi ne kunak ramu a p,",ainu,he intended to throw the ball of black string backward.
"nep ka ye ka somo ki no oka =an a p,",ainu,But my husband didn’t say anything about it.
"“eci= acaha an ruwe ne na,",ainu,"[she said]: ""I must tell you about your uncle."
"ora hosipi =an wa suy iyoyapake arpa =an kor,",ainu,"I went home, and when I went again the next year,"
ora i= tura pa utar kimun kamuy kamihi se pa.,ainu,"Then, the people who had come with me carried the flesh of the bear."
a= acaha rorke un a= sike a= anu hi ... a= anu hine,ainu,I placed my belongings at my uncle’s place of honor.
"hoyupu =an w_a, V",ainu,[and] flew.
"orano po nu kookay pa p ne kus_,",ainu,"The lodger had many children,"
"e= unu turano e= an pe ne kus,",ainu,you are with your mother
"ekimne arpa =an w_a,",ainu,went to the mountains.
"a= maci e= tura wa neun poka ne wa,",ainu,"You must take my wife and somehow,"
nispa ne pa p ne kus_ a= eysoytak.,ainu,"and our villagers became rich, so I am telling this story."
ani a= ninpa wa soy a= omare wa soy a= omare.,ainu,"I used them to pull the trash outside,"
taan wen kamyasi(pa) patek a= ere kusu,ainu,"As I was feeding only this terrible monster,"
"tokap topattumi ne p ne kusu,",ainu,It was an afternoon topattumi.
ek =an akus sem or_ ta ka seta ru an yakun anakne,ainu,"When I made it home, I found the dog’s footprints in front of the porch."
"cise turano ney ta paye yakka ki pa kusu,",ainu,"they will go with the house anywhere, so"
"sinen ne an menoko a= ne akusu,",ainu,"I was a lonely woman, then"
"heru toy onne cise onnay siran h_ine,",ainu,Only dirt was strewn inside the house.
"paye =an wa, a= pusu wa, yakne",ainu,If we go dig them up
V1 e= sokar hoku,ainu,your precious husband
asinuma anakne kemapase ka an w_a,ainu,"my legs became heavy and (lit. ‘as to me, there was legs-heaviness’)"
"""tap neno tap neno a= eywanke p ne.""",ainu,“This is how he does it.”
"yan =an w_a ne nispa a= koonkami,",ainu,I came up and greeted this noble man.
"konam tum a= omare wa sorekusu okay pe ne kusu,",ainu,"I stuck it into the fallen leaves, so"
kor wa san =an h_ine a= uni ta kor wa san =an.,ainu,I went down the river and took her to my house.
"somo aynu ne pa wa kus ne ruwe ne kuni a= ramu kor, orano oka =an",ainu,so I started to wonder if maybe they were not human.
"e= ona eun e= eyayerap yak pirka na.""",ainu,speak to your father.
"sekor hawean kor kotetterke wa,",ainu,"he said jumping out,"
“pirka wa” sekor hawean =an wa,ainu,"I said, “That’s fine.”"
"sekor kane hawean pe ne kus,",ainu,"he would say, so"
"ora a= yuputari cise kar pa hine,",ainu,"Brothers built me a home,"
"“arikinne yaykar,” korka orowa",ainu,"“Change your ways completely!” [I said], but then"
ipe =an ka somo ki no,ainu,I didn’t eat and
"wen kamuy ne an =an ka eaykap wa kusu a= ye wa,",ainu,I cannot keep being a bad Kamui so I will tell (you) this.
"sekor,",ainu,[He] said so.
ne ancikar rewsi =an h_ine oraun ne INARI ene hawean h_i.,ainu,"That night as I was sleeping, the Inari-san said to me (in my dreams)."
"sekor hawean kor kotetterke wa,",ainu,"came jumping out saying,"
V u kunne hene,ainu,through the night
kimuspu or_ ta so pa ta ka kamuy an.,ainu,at the seat of honor in the mountain warehouse was a Kamui [guardian god of the house].
a= po anakne kamuy or un ...,ainu,my son will come to the world of the Kamui...
ikayop takup se kane hine soy ta as h_ine a= ahunte.,ainu,"was standing there with only a quiver on his back, so I let him into the house."
"*wakka ee, pet, wak ... petaru or un ran =an w_a,",ainu,I went down to the riverside.
V1 a= kar wa okay pe,ainu,"[I pushed] my sewing,"
sorekusu kotan kor utar ineapkusun i= eoripak pa iki pa ya ka a= eramiskari.,ainu,The villagers respected me in ways I cannot express with words.
V asinuma <y> anak,ainu,I am [not]
"a= eramiskari korka,",ainu,I didn’t know that. However
kira =an kor retar katak sietok un a= osura wa,ainu,"So, when one is escaping, if he throws the ball made of white string in front,"
"tane pakno e= yaykewkor h_i,",ainu,"[Speak to your father] about those painful thoughts you have had until now."""
"“nep ka aeyayramekotep okay pe ne yak,",ainu,"“If I had tools,"
"""a= unu a= ona.""",ainu,"""Mother, Father,"""
V us ruwe ne,ainu,put them on.
"cis a cis a kor oka =an pe ne a p,",ainu,"crying and crying and going on this way,"
"mina kane okay wa i= nukar,",ainu,and smiled. They looked at me.
"kuca a= kar wa ki siri ene an h_i ne.""",ainu,"and were building a hunting cabin,"""
"ahun wa ne, aynu nispa, rewsi wa",ainu,"He entered, the Ainu rich man [entered]. He stayed overnight and"
"sinen ne an pe a= ne a p,",ainu,"I was living alone,"
mus a= ne ruwe ne,ainu,I was a Fly.
apapa un i= nukar kor i= henkotpa.,ainu,"saw me right outside at the door, he nodded (like would do to his child)."
"sekor a= onaha hawean. oraun,",ainu,"father said. Then,"
"ora rapokke sirpeker ruwe ne akusu,",ainu,"In the meantime, the night started to become light."
"cep urennaypiskan cep a= yanke a a= yanke a kor an =an akus_,",ainu,I was putting fish on both sides of the river when
orano anakne nen ka a= macihi ye pa ka somo ki.,ainu,"After that, they stopped saying things to my wife."
i= parkotpokke V rukuste,ainu,The Gods took a path in front of me and
a= saraha a= riknasuye a= ranasuye 尻尾上さこう上げたりこう下げたりこうやって上こう尻尾こう a= suye と言うこうやって尻尾振ると何でも自分の思ったようになるから Okikurmi Samayunkur にも脅かして笑って様子を見て,ainu,"I shook my tail up and down. WHEN I shook MY TAIL UP AND DOWN AND UP, EVERYTHING HAPPENED JUST LIKE I WANTED, SO I DECIDED TO FRIGHTEN OKikurmi and Samayunkur AND TO LAUGH LOOKING AT THEM."
"""pirka. makanak an h_i wen pe an.",ainu,“It's fine. Why should it be bad?
akusu “pirka hawe ne wa”,ainu,“It is fine.”
熊獲ったらそこでこうやってこうやってやるもんらしいんだわアイヌは onkami して、そして,ainu,"THE AINU WHEN THEY KILL A BEAR ARE DOING LIKE THIS (ITO ODA RUBBED HER HANDS), PERFORMING onkami – [A RITUAL PRAYING FORM]."
arpa =an pe ne kusu,ainu,"as I went [in],"
sore(kusu) re kisar us su ani suke =an wa a= ipere.,ainu,"That’s why I made food in the pot with three ears, and fed him."
V makanak ne kus_,ainu,What?!
"asinuma ka uturu isam no arpa =an wa,",ainu,I also went to visit them frequently.
kotan kor kur_ ne yak a= ekasi i= ye p ne kus,ainu,Grandfather told me my uncle was the village chief.
"neno hotke =an ruwe ne a p,",ainu,and laid down.
"a= yuputari ka paha rupne pa p ne kusu,",ainu,"The brothers grew older,"
ora soy ta a= nisike a= esirkopaste hine,ainu,"so I left the firewood standing at the front door,"
"kotan noski ta mosir pak cise an hine,",ainu,In the middle of the village was a house as big as a mountain.
"Sinutapka sekor a= ye usi ta, okay utar ne wa,",ainu,are the people living at the place called Sinutapka.
"oraun sum korkoni a= kar wa a= supa hikeka,",ainu,Even if I picked last year’s wilted butterbur and cooked it
"sekor hawean =an kor,",ainu,I said.
"sekor haweoka kor e= rayke kunak a= wenonaha ye wa,",ainu,Our good-for-nothing father says that he will kill you.
V ene okay pe,ainu,is doing.
"MATA suy ikka eek sir_ TANA.""",ainu,"you’ve come again to steal something?"""
nep a= e rusuy nep a= kor_ rusuy.,ainu,so we had a comfortable life.
"ki pa hine,",ainu,they carried it.
sinot =an pe ne kusu,ainu,"as I was really having fun,"
"""ene makanak ne a= po ene somo itak korka,",ainu,"""I didn’t know why my son couldn’t speak,"
sakehe ci= kar V,ainu,I was making rice-wine of [that].
V pan a= kor yupi,ainu,But my brother
wa ekimne arpa =an yakka,ainu,"Even when going to the mountains,"
"sekor i= ye pa hi kus,",ainu,they asked so
"unu kor ona kor yakun mat kor yakun ipere rusuy pe ne hike,",ainu,"if you have a mother, a father, a wife, you want to feed them, but"
"sekor hawean =an pe ne kus,",ainu,"I had said, so"
"w_a, poronno kamuy ka a= rayke wa a= kore akusu",ainu,"When I killed many bears for [my host],"
“tan wen wao V,ainu,"“Such an evil Green Pigeon,"
*o ... inne kotan eci= ne yakka sorekusu kamuy or un ...,ainu,it will become a large village
V p a= ante hoku,ainu,My faithful husband
"tup sumawe rep sumawe *ap ... korpa p ne kusu, a= e kor,",ainu,"brought two or three bears, so we ate that."
oyaciki kamuy resu wa,ainu,"As I thought, you have been raised by kamui,"
"ene teeta o ikiri an h_i neno a= kar wa an =an wa an =an akus,",ainu,I made the treasure shelf as it used to be and I lived.
"konto asie ... ne a= e kor siran pe ka a= erampewtek wa,",ainu,"For I wondered whether she ate anything,"
“tanto anak a= unihi ta hosipi =an”,ainu,“Today I’ll return home.”
"okake ta sorekus pakno nispa isam nispa a= ne wa,",ainu,"Afterward, I lived as unequalled wealthy men"
"earkinne a= kemnu,",ainu,I felt so sorry for him
a= eramiskari,ainu,I could not imagine that.
"onne utar arsoke a= unte kusu ne akus,",ainu,We had them live next to the older folks.
ora i= tura hine orano pet turasi paye =an hine ...,ainu,we went up the river together.
V1 apaha inne p,ainu,many relatives
cise sikteno aynu poronno okay no,ainu,There were so many people that the house was full.
"V ""hetak suke yak",ainu,"""Now, prepare the meal,"
"sonno ka ene nanu an h_i ka a= erampewtek,",ainu,You really could not tell where her face was.
"“taan kamyasi, anak e kor an pe ne a kusu”",ainu,“Since [only] this monster had been eating…”
konto pon a= yupihi ekuskonna isam.,ainu,suddenly my younger elder brother disappeared.
*a ... i= hoppa ruwe ne”,ainu,and left me.”
nep a= kor_ rusuy.,ainu,"Then, (we lived) without any inconvenience."
"ora use nispa konto okkaypo ne korka,",ainu,"Although still young, a regular rich man,"
"a= unuhu earkinne yuptek pe ne wa,",ainu,who was a very hard worker.
"ipokas wa ne ya,",ainu,my wife is ugly
"orano a= kuspa hine arki =an h_ine,",ainu,I brought the two by boat
aynu sekor a= ye p ne noyne okay pa ren ...,ainu,"someone who appeared to be human,"
"""nep ka kamuy numa hene nep ne yakka pirka kusu,",ainu,"""A bear’s hide, anything."
